"service_id","total_playtime","avg_daily_playtime","days_active","total_pns","total_days_completed","avg_daily_pns","is_inactive","is_never_completed","is_playing_less","is_pnsing_less","is_finishing_less","flags_count"
"65df6c2e874f0c0b69e2ee30",7.37,3.685,2,2,0,1,FALSE,TRUE,TRUE,TRUE,FALSE,3
"65e73d65b65cb4036e2eca20",36.98,12.3266666666667,3,25,0,8.33333333333333,FALSE,TRUE,FALSE,FALSE,FALSE,1
"66a3b9086adb392850489cc4",39.31,13.1033333333333,3,31,0,10.3333333333333,FALSE,TRUE,FALSE,FALSE,FALSE,1
"66a3b9086adb392850489ccc",2.43,2.43,1,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,2
"66a493a26adb394eac8afaee",13.25,13.25,1,14,0,14,FALSE,TRUE,FALSE,FALSE,FALSE,1
"66a493a26adb394eac8afaef",64.42,21.4733333333333,3,68,2,22.6666666666667,FALSE,FALSE,FALSE,FALSE,FALSE,0
"66a493a26adb394eac8afaf9",33.61,33.61,1,22,1,22,FALSE,FALSE,FALSE,FALSE,TRUE,1
"66ac438b9c30f1160705f662",56.76,14.19,4,49,1,12.25,FALSE,FALSE,FALSE,FALSE,TRUE,1
"671021e16dcdb304774b3af5",11.39,11.39,1,12,0,12,FALSE,TRUE,FALSE,FALSE,FALSE,1
"67941580c5ae4514acce4ff3",36.77,36.77,1,23,1,23,FALSE,FALSE,FALSE,FALSE,TRUE,1
"67bdcb0e860c98544cfb9ced",23.9,11.95,2,24,0,8,FALSE,TRUE,FALSE,FALSE,FALSE,1
